0	3.028163
100	1.5609192
200	1.6904107
300	1.6103771
400	1.5275395
500	1.905154
600	1.3835068
700	1.5808592
800	1.6295228
900	1.5787289
1000	1.1381494
1100	1.033627
1200	1.4325931
1300	1.3390019
1400	0.86236304
1500	1.7303021
1600	1.2743527
1700	2.0609856
1800	1.1241176
1900	1.8914933
2000	1.1341252
2100	1.1912329
2200	1.136033
2300	1.0522556
2400	1.3110166
2500	0.93098307
2600	1.4667845
2700	0.7603456
2800	0.61793727
2900	1.2860687
3000	0.84877545
3100	0.7240429
3200	0.9419533
3300	0.9264574
3400	0.8440728
3500	0.5150541
3600	0.67317784
3700	0.8083303
3800	1.1629004
3900	0.7114461
4000	0.47708386
4100	0.5189625
4200	0.3828237
4300	1.0901518
4400	0.31801614
4500	0.38495925
4600	1.0801806
4700	0.6817328
4800	0.64770424
4900	0.26572758
5000	0.746199
5100	0.6241348
5200	0.60109407
5300	0.734789
5400	0.51389205
5500	0.6141808
5600	0.18813534
5700	0.67780983
5800	0.380388
5900	0.28027064
6000	0.70697665
6100	0.55577475
6200	0.675007
6300	0.56085783
6400	0.14594875
6500	0.25114667
6600	0.28985304
6700	0.62008584
6800	0.15014417
6900	0.2517856
7000	0.23332673
7100	0.086542234
7200	0.76190287
7300	0.36633343
7400	0.20019999
7500	0.27980357
7600	0.17982404
7700	0.5266659
7800	0.25316882
7900	0.34799933
8000	0.28104016
8100	0.50450057
8200	0.24458197
8300	0.14563537
8400	0.8665725
8500	0.5192414
8600	0.44663572
8700	0.054033183
8800	0.32491827
8900	0.22301677
9000	0.22691017
9100	0.09009852
9200	0.07745805
9300	0.2502998
9400	0.31217808
9500	0.056982353
9600	0.18534413
9700	0.041153766
9800	0.58336246
9900	0.058921807
10000	0.22178176
10100	0.09572332
10200	0.25926772
10300	0.43478304
10400	0.18230172
10500	0.20095992
10600	0.017047772
10700	0.108318545
10800	0.028334843
10900	0.055543303
11000	0.052744083
11100	0.054662444
11200	0.07017735
11300	0.16083574
11400	0.03657268
11500	0.13523829
11600	0.2750302
11700	0.2210712
11800	0.537806
11900	0.17708029
12000	0.0028092521
12100	0.16879238
12200	0.10058062
12300	0.29448578
12400	0.083566055
12500	0.03560265
12600	0.01679473
12700	0.09660595
12800	0.052482132
12900	0.048522044
13000	0.028521797
13100	0.0077670733
13200	0.02239852
13300	0.06099206
13400	0.007720066
13500	0.1197357
13600	0.005405741
13700	0.0075135697
13800	0.041055962
13900	0.099644914
