0	0.1125
100	0.0625
200	0.025
300	0.1825
400	0.0825
500	0.1625
600	0.311
700	0.095
800	0.125
900	0.1505
1000	0.1154
1100	0.215
1200	0.1235
1300	0.125
1400	0.1145
1500	0.2625
1600	0.1875
1700	0.2125
1800	0.125
1900	0.095
2000	0.0625
2100	0.1625
2200	0.0625
2300	0.25
2400	0.125
2500	0.1625
2600	0.125
2700	0.0625
2800	0.125
2900	0.1625
3000	0.125
3100	0.0625
3200	0.135
3300	0.152
3400	0.0625
3500	0.135
3600	0.1875
3700	0.1625
3800	0.0925
3900	0.1625
4000	0.1625
4100	0.098
4200	0.125
4300	0.125
4400	0.0625
4500	0.0625
4600	0.0986
4700	0.0625
4800	0.1625
4900	0.1875
5000	0.125
5100	0.0625
5200	0.1655
5300	0.2325
5400	0.1875
5500	0.0625
5600	0.1875
5700	0.125
5800	0.1625
5900	0.1253
6000	0.1754
6100	0.1255
6200	0.0625
6300	0.1625
6400	0.125
6500	0.1875
6600	0.125
6700	0.25
6800	0.1925
6900	0.0625
7000	0.1525
7100	0.0625
7200	0.125
7300	0.2
7400	0.1875
7500	0.1025
7600	0.14
7700	0.015
7800	0.25
7900	0.0625
8000	0.125
8100	0.0625
8200	0.25
8300	0.0625
8400	0.125
8500	0.0625
8600	0.1625
8700	0.3125
8800	0.0625
8900	0.125
9000	0.0995
9100	0.1875
9200	0.1625
9300	0.2875
9400	0.3125
9500	0.1875
9600	0.3005
9700	0.2625
9800	0.125
9900	0.1875
10000	0.2475
10100	0.1625
10200	0.1875
10300	0.3895
10400	0.2102
10500	0.3125
10600	0.4125
10700	0.2875
10800	0.225
10900	0.3125
11000	0.25
11100	0.2875
11200	0.375
11300	0.2125
11400	0.2375
11500	0.3075
11600	0.3875
11700	0.2645
11800	0.3125
11900	0.4375
12000	0.425
12100	0.3875
12200	0.3375
12300	0.425
12400	0.4875
12500	0.2875
12600	0.5625
12700	0.625
12800	0.5625
12900	0.5068
13000	0.425
13100	0.375
13200	0.5625
13300	0.4375
13400	0.5625
13500	0.625
13600	0.675
13700	0.5075
13800	0.6875
13900	0.5375
14000	0.6875
14100	0.7105
14200	0.6875
14300	0.5325
14400	0.6375
14500	0.6075
14600	0.5375
14700	0.6375
14800	0.7125
14900	0.5625
15000	0.5765
15100	0.6056
15200	0.7075
15300	0.6075
15400	0.7675
15500	0.7125
15600	0.8375
15700	0.7125
15800	0.6875
15900	0.8602
16000	0.6975
16100	0.775
16200	0.8125
16300	0.7355
16400	0.6375
16500	0.6875
16600	0.6275
16700	0.7535
16800	0.6955
16900	0.8125
17000	0.8325
17100	0.8005
17200	0.875
17300	0.8075
17400	0.8665
17500	0.8635
17600	0.8134
17700	0.8375
17800	0.875
17900	0.8375
18000	0.7685
18100	0.8905
18200	0.8675
18300	0.8125
18400	0.875
18500	0.8375
18600	0.8635
18700	0.86375
18800	0.8755
18900	0.8665
19000	0.9035
19100	0.7955
19200	0.8685
19300	0.9075
19400	0.9365
19500	0.9025
19600	0.7825
19700	0.9365
19800	0.9675
19900	0.9
20000	0.9685
20100	0.9935
20200	1.0
20300	1.0
20400	1.0
20500	1.0
20600	0.9375
20700	0.875
20800	0.75
20900	1.0
21000	1.0
21100	0.9375
21200	1.0
21300	1.0
21400	1.0
21500	0.9375
21600	1.0
21700	1.0
21800	1.0
21900	0.9375
22000	0.975
22100	0.9375
22200	1.0
22300	1.0
22400	1.0
22500	1.0
22600	1.0
22700	0.875
22800	1.0
22900	0.9375
23000	0.9375
23100	1.0
23200	1.0
23300	0.9375
23400	1.0
23500	0.875
23600	1.0
23700	1.0
23800	0.9975
23900	1.0
24000	1.0
24100	0.9375
24200	0.9375
24300	0.8125
24400	0.875
24500	0.9875
24600	0.8975
24700	1.0
24800	1.0
24900	0.9375
25000	0.875
25100	0.875
25200	1.0
25300	1.0
25400	1.0
25500	1.0
25600	1.0
25700	1.0
25800	0.9375
25900	1.0
26000	1.0
26100	1.0
26200	1.0
26300	1.0
26400	1.0
26500	1.0
26600	1.0
26700	1.0
26800	1.0
26900	1.0
27000	1.0
27100	1.0
27200	1.0
27300	0.9375
27400	1.0
27500	1.0
27600	0.9375
27700	1.0
27800	1.0
27900	1.0
28000	0.9375
28100	0.957
28200	0.8975
28300	1.0
28400	1.0
28500	1.0
28600	1.0
28700	1.0
28800	1.0
28900	1.0
29000	1.0
29100	1.0
29200	1.0
29300	1.0
29400	1.0
29500	0.875
29600	1.0
29700	0.975
29800	1.0
29900	1.0
30000	1.0
30100	1.0
30200	1.0
30300	1.0
30400	1.0
30500	1.0
30600	1.0
30700	1.0
30800	1.0
30900	1.0
31000	1.0
31100	1.0
31200	0.9875
31300	1.0
31400	1.0
31500	1.0
31600	1.0
31700	1.0
31800	1.0
31900	1.0
32000	1.0
32100	0.9
32200	1.0
32300	1.0
32400	1.0
32500	1.0
32600	1.0
32700	1.0
32800	0.9375
32900	1.0
33000	1.0
33100	1.0
33200	1.0
33300	1.0
33400	1.0
33500	1.0
33600	1.0
33700	1.0
33800	1.0
33900	1.0
34000	0.8275
34100	1.0
34200	1.0
34300	1.0
34400	1.0
34500	1.0
34600	0.8575
34700	1.0
34800	1.0
34900	1.0
35000	0.965
35100	0.9915
35200	1.0
35300	0.8975
35400	1.0
35500	1.0
35600	1.0
35700	1.0
35800	0.9975
35900	0.9375
36000	1.0
36100	1.0
36200	1.0
36300	1.0
36400	1.0
36500	1.0
36600	1.0
36700	1.0
36800	1.0
36900	1.0
37000	1.0
37100	1.0
37200	1.0
37300	1.0
37400	1.0
37500	1.0
37600	1.0
37700	1.0
37800	1.0
37900	1.0
38000	1.0
38100	1.0
38200	1.0
38300	1.0
38400	1.0
38500	1.0
38600	1.0
38700	1.0
38800	1.0
38900	1.0
39000	1.0
39100	1.0
39200	1.0
39300	1.0
39400	1.0
39500	1.0
39600	1.0
39700	1.0
39800	1.0
39900	1.0
40000	1.0
40100	1.0
40200	1.0
40300	1.0
40400	1.0
40500	1.0
40600	0.975
40700	1.0
40800	1.0
40900	1.0
41000	1.0
41100	1.0
41200	1.0
41300	1.0
41400	1.0
41500	0.8975
41600	1.0
41700	1.0
41800	1.0
41900	1.0
42000	1.0
42100	1.0
42200	1.0
42300	1.0
42400	1.0
42500	1.0
42600	1.0
42700	1.0
42800	1.0
42900	1.0
43000	0.9875
43100	1.0
43200	1.0
43300	1.0
43400	1.0
43500	1.0
43600	1.0
43700	1.0
43800	1.0
43900	1.0
44000	1.0
44100	1.0
44200	1.0
44300	1.0
44400	1.0
44500	1.0
44600	1.0
44700	0.9875
44800	0.9375
44900	1.0
45000	0.95
45100	1.0
